Symbol;Name;Sector;Price;Price/Earnings;Dividend Yield;Earnings/Share;52 Week Low;52 Week High;Market Cap;EBITDA;Price/Sales;Sales;Price/Book;SEC Filings
WEC;Wec Energy Group Inc;Utilities;59,5;19,57;3.691.948;3,79;70,09;56,63;18890296993.00;2736500000.00;24.834.197;1.477.634.722;2,1;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC;Wells Fargo;Financials;55,4;13,58;27.111.576;4,07;66,31;49,27;281463620775.00;0.00;28.728.192;1.591.541.837;1,58;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
HCN;Welltower Inc.;Real Estate;54,67;12,74;61.538.463;2,81;78,17;55,29;20943679019.00;1908253000.00;6.725.218;367.667.668;1,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
WDC;Western Digital;Information Technology;80,09;10,19;2.389.201;1,29;95,77;71,38;24760297793.00;5169000000.00;1.245.503;99.752.335;2;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WU;Western Union Co;Information Technology;18,81;10,17;35.915.854;0,51;22,21;18,39;8951609207.00;694600000.00;222.677;4.188.554;12,65;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU
WRK;WestRock Company;Materials;60,93;23,26;26.699.784;2,77;71,55;49,23;16433340688.00;2262300000.00;1.075.785;65.547.580;1,58;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK
WY;Weyerhaeuser Corp.;Real Estate;33,6;34,29;37.079.954;0,77;37,89;309.504;26070297960.00;1365000000.00;36.396.794;1.222.932.278;2,9;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WHR;Whirlpool Corp.;Consumer Discretionary;164,95;11,77;25.652.986;4,51;202,99;158,8;12177920000.00;1842000000.00;0,58064795;96;2,57;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
WMB;Williams Cos.;Energy;28,56;48,41;4;-0,57;33,67;268.188;24802396470.00;3955000000.00;42.982.845;1.227.590.053;3,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW;Willis Towers Watson;Financials;152,36;18,67;1.347.058;3,07;165;120.869;20780269334.00;1440000000.00;34.484.663;5.254.083.255;2,1;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WYN;Wyndham Worldwide;Consumer Discretionary;113,56;18,77;19.541.779;5,53;127,96;80,11;11993835688.00;1232000000.00;27.332.082;3.103.831.232;18,91;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
WYNN;Wynn Resorts Ltd;Consumer Discretionary;169,28;31,7;11.279.043;7,27;203,63;92,67;18225400525.00;1501301000.00;2.478.658;419.587.226;51,69;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL;Xcel Energy Inc;Utilities;42,44;18,14;33.914.273;2,21;52,22;41,16;21559611927.00;3885828000.00;2.520.456;106.968.153;1,94;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XRX;Xerox Corp.;Information Technology;29,8;8,87;3.207.184;0,59;37,42;26,64;7938833340.00;1191000000.00;0,7877656;23;1,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX
XLNX;Xilinx Inc;Information Technology;62,82;27,19;20.904.882;2,32;77,26;54,99;17064975551.00;845468000.00;7.101.206;446.097.761;7,22;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
XL;XL Capital;Financials;41,26;-19,93;20.952.382;-2,24;47,27;33,77;10753423590.00;0.00;0,84394187;35;0,97;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL
XYL;Xylem Inc.;Industrials;70,24;30,94;11.700.794;1,83;76,81;46,86;12915021000.00;722000000.00;27.262.094;1.914.889.483;5,31;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YUM;Yum! Brands Inc;Consumer Discretionary;76,3;27,25;17.970.798;4,07;86,93;62,85;27003303098.00;2289000000.00;63.136.363;4.817.304.497;212,08;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBH;Zimmer Biomet Holdings;Health Care;115,53;14,32;0,7948336;9,01;133,49;108,17;24454698119.00;2007400000.00;31.648.953;3.656.403.540;2,39;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZION;Zions Bancorp;Financials;50,71;17,73;1.480.933;2,6;55,61;38,43;10670678640.00;0.00;37.945.793;1.924.231.163;1,42;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
ZTS;Zoetis;Health Care;71,51;32,8;0,68237203;1,65;80,13;52;35991109776.00;1734000000.00;9.280.896;663.676.873;18,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
